ID,University,Logo,Rank,Type,Location,Student,Year,Contact,Email,Website,Strength,Description,agricultural_food_science,arts_design,economics_business_management,engineering,law_political_science,medicine_pharmacy_health_sciences,physical_science,social_sciences_humanities,sports_physical_education,technology
188,University of Medicine and Pharmacy at Ho Chi Minh City,https://vnur.vn/wp-content/uploads/2023/01/51.Y-duoc-TP.HCM_.jpg,55,Public,Ho Chi Minh City,20000,1947,842838558411,medpharmres@ump.edu.vn,https://www.medpharmres.com/info/about_ump,"medicine, pharmacy",University of Medicine and Pharmacy at Ho Chi Minh City was founded in 1947 and they are popular for medicine and pharmacy.,False,False,True,True,False,True,True,False,True,True
190,University of Science and Technology of Hanoi,https://vnur.vn/wp-content/uploads/2024/01/Logo-Truong-Dai-hoc-Khoa-hoc-va-Cong-nghe-Ha-Noi-VN-France-University.webp,7,Public,Hanoi,40000,2009,842437916960,officeusth@usth.edu.vn,https://usth.edu.vn/en/,"physics, engineering, chemistry, mathematics","University of Science and Technology of Hanoi was founded in 2009 and they are popular for physics, engineering, chemistry and mathematics.",True,False,True,True,True,True,True,True,True,True
193,University of Transport and Communications,https://vnur.vn/wp-content/uploads/2023/01/36.Giao-thong-van-tai.jpg,42,Public,Hanoi,31000,1945,842437663311,dhgtvt@utc.edu.vn,https://en.utc.edu.vn/,"transport engineering, logistics",University of Transport and Communications was founded in 1945 and they are popular for transport engineering and logistics.,False,True,True,True,False,False,True,True,True,True
194,University of Transport Technology,https://vnur.vn/wp-content/uploads/2023/01/65.Cong-nghe-Giao-thong-Van-tai.jpg,44,Public,Hanoi,29000,1968,842438544264,nfohn@utt.edu.vn,https://en.utc.edu.vn/,"automotive engineering, logistics",University of Transport Technology was founded in 1968 and they are popular for automotive engineering and logistics.,False,True,True,True,False,False,True,False,True,True
195,Van Hien University,https://viedu.edu.vn/wp-content/uploads/2021/07/iconlogoDHVanHien.png,92,Private,Ho Chi Minh City,7500,1997,8418001568,info@vhu.edu.vn,https://en.vhu.edu.vn/,"business, social sciences, IT","Van Hien University was founded in 1997 and they are popular for business, social sciences and IT.",False,True,True,True,True,True,False,True,False,True
196,Van Lang University,https://vnur.vn/wp-content/uploads/2023/01/50.Van-Lang.jpg,19,Private,Ho Chi Minh City,40000,1995,842871059999,info@vlu.edu.vn,https://vlu.edu.vn/en/,"architecture, business, medicine, IT","Van Lang University was founded in 1995 and they are popular for architecture, business, medicine and IT.",False,True,True,True,True,True,False,True,False,True
202,Vietnam Aviation Academy,https://vaa.edu.vn/wp-content/uploads/2024/07/Group-1000005875.svg,82,Academy,Ho Chi Minh City,10000,1959,842838442251,info@vaa.edu.vn,https://vaa.edu.vn/en/,"aviation, aerospace engineering",Vietnam Aviation Academy was founded in 1959 and they are popular for aviation and aerospace engineering.,False,False,True,True,False,False,False,True,True,True
205,Vietnam Maritime University,https://vnur.vn/wp-content/uploads/2023/01/44.Hang-hai-Viet-Nam.jpg,38,Public,Hai Phong,17000,1956,842253829109,info@vimaru.edu.vn,http://eng.vimaru.edu.vn/,"maritime studies, naval engineering",Vietnam Maritime University was founded in 1956 and they are popular for maritime studies and naval engineering.,False,False,True,True,True,False,True,True,True,True
207,Vietnam National University Hanoi,https://www.vnu.edu.vn/home/images/logo.png,1,Public,Hanoi,61000,1906,842437547869,vanphong@vnu.edu.vn,https://vnu.edu.vn/eng/,"business, engineering, natural sciences, social sciences","Vietnam National University Hanoi was founded in 1906 and they are popular for business, engineering, natural sciences and social sciences.",True,True,True,True,True,True,True,True,True,True
208,Vietnam National University Ho Chi Minh City,https://upload.wikimedia.org/wikipedia/vi/thumb/f/fb/VNUHCM_logo.svg/1200px-VNUHCM_logo.svg.png,2,Public,Ho Chi Minh City,94000,1995,842837242181,ttkt@vnuhcm.edu.vn,https://vnu.edu.vn/eng/,"engineering, computer science, economics, law","Vietnam National University Ho Chi Minh City was founded in 1995 and they are popular for engineering, computer science, economics and law.",True,True,True,True,True,True,True,True,True,True
209,Vietnam National University of Agriculture,https://vnur.vn/wp-content/uploads/2023/01/16.Hoc-vien-Nong-nghiep.jpg,30,Public,Hanoi,30000,1956,842462617543,htqt@vnua.edu.vn,https://eng.vnua.edu.vn/,"agriculture, veterinary, biotechnology","Vietnam National University of Agriculture was founded in 1956 and they are popular for agriculture, veterinary and biotechnology.",True,True,True,True,True,True,True,True,True,True
210,Vietnam National University of Forestry,https://vnuf.edu.vn/wp-content/uploads/2024/01/logo-footer-2024.png,70,Public,Hanoi,16000,1964,842433840233,icd@vnuf.edu.vn,https://env.vnuf.edu.vn/en,"forestry, environmental science",Vietnam National University of Forestry was founded in 1964 and they are popular for forestry and environmental science.,True,False,True,True,False,False,False,True,True,True
211,Vietnam Trade Union University,https://vnur.vn/wp-content/uploads/2023/01/46.Cong-Doan.jpg,53,Public,Hanoi,5000,1946,842438573204,congdoan@vku.udn.vn,https://www.sataban.com/vietnam-school/listing/vietnam-trade-union-university,"labor relations, social sciences",Vietnam Trade Union University was founded in 1946 and they are popular for labor relations and social sciences.,False,False,True,True,True,False,False,True,True,True
212,Vietnam University of Traditional Medicine,https://upload.wikimedia.org/wikipedia/commons/7/72/H%E1%BB%8Dc_vi%E1%BB%87n_Y_d%C6%B0%E1%BB%A3c_h%E1%BB%8Dc_c%E1%BB%95_truy%E1%BB%81n_Vi%E1%BB%87t_Nam.jpg,64,Public,Ho Chi Minh City,1000,2005,842433824929,hocvienyduoc@ms.vutm.edu.vn,https://en.uhsvnu.edu.vn/tin-tuc/introduction-of-the-faculty-of-traditional-medicine/,"traditional medicine, pharmacy",Vietnam University of Traditional Medicine was founded in 2005 and they are popular for traditional medicine and pharmacy.,False,False,False,False,False,True,False,True,False,True
213,Vietnam Women's Academy,https://vnur.vn/wp-content/uploads/2023/01/90.Hoc-vien-Phu-nu.png,52,Academy,Hanoi,2000,1960,842437752184,Congtacsinhvien@vwa.edu.vn,https://hvpnvn.edu.vn/en/,"gender studies, social work",Vietnam Women's Academy was founded in 1960 and they are popular for gender studies and social work.,True,False,True,False,True,False,False,True,True,True
215,Vietnamese-German University,NA,NA,Public,Binh Duong,1700,2008,842742220990,info@vgu.edu.vn,https://vgu.edu.vn/,"engineering, business, IT","Vietnamese-German University was founded in 2008 and they are popular for engineering, business and IT.",False,True,True,True,True,False,True,True,True,True
217,Vinh Medical University,https://vnur.vn/wp-content/uploads/2023/01/67.Y-khoa-Vinh.png,94,public,Vinh,40000,2010,842383524062,vmu@vmu.edu.vn,https://www.vmu.edu.vn/,"medicine, pharmacy",Vinh Medical University was founded in 2010 and they are popular for medicine and pharmacy.,False,False,False,False,False,True,True,False,True,True
218,Vinh University,https://vnur.vn/wp-content/uploads/2023/01/27.Vinh_.jpg,25,Public,Vinh,36000,1959,842383855452,vinhuni@vinhuni.edu.vn,https://en.vinhuni.edu.vn/,"education, engineering, economics","Vinh University was founded in 1959 and they are popular for education, engineering and economics.",True,True,True,True,True,True,True,True,True,True
220,VinUniversity,NA,NA,Private,Hanoi,1000,2018,842471089779,info@vinuni.edu.vn,https://vinuni.edu.vn/,"business, engineering, medicine","VinUniversity was founded in 2018 and they are popular for business, engineering and medicine.",True,True,True,True,True,True,True,True,True,True
221,VNUHCM International University,NA,NA,Public,Ho Chi Minh City,10000,2003,842837244270,info@hcmiu.edu.vn,https://hcmiu.edu.vn/en/,"business, IT, engineering","VNUHCM International University was founded in 2003 and they are popular for business, IT and engineering.",True,True,True,True,True,True,False,True,False,True
223,VNUHCM University of Science,NA,NA,Public,Ho Chi Minh City,20000,1941,842862884499,info@hcmus.edu.vn,https://en.hcmus.edu.vn/,"natural sciences, technology, engineering","VNUHCM University of Science was founded in 1941 and they are popular for natural sciences, technology and engineering.",False,False,False,True,False,False,True,False,True,True
225,VNUHCM University of Technology,NA,NA,Public,Ho Chi Minh City,27000,1957,842838647256,info@hcmut.edu.vn,https://oisp.hcmut.edu.vn/en/,"engineering, IT, computer science","VNUHCM University of Technology was founded in 1957 and they are popular for engineering, IT and computer science.",True,True,True,True,True,True,True,True,True,True
228,Western University Hanoi,NA,NA,International,Hanoi,5000,2007,842473050369,wsuprogram@westernsydney.edu.vn,https://www.uwo.ca/index.html,"business, IT, social sciences","Western University Hanoi was founded in 2007 and they are popular for business, IT and social sciences.",True,False,True,True,False,True,True,True,False,True
